epoch  1, iter    1: loss: 0.6881 (0.6881) | load time: 3.6902 | back time: 1.8053 | lr: 0.00000012 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  1, iter  551: loss: 0.0330 (0.1476) | load time: 0.0250 | back time: 0.5817 | lr: 0.00000966 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  1, iter  601: loss: 0.0294 (0.1379) | load time: 0.0247 | back time: 0.5697 | lr: 0.00001052 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  1, iter  651: loss: 0.0297 (0.1295) | load time: 0.0253 | back time: 0.5805 | lr: 0.00001139 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  1, iter  701: loss: 0.0279 (0.1222) | load time: 0.0257 | back time: 0.5820 | lr: 0.00001226 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  1, iter  751: loss: 0.0219 (0.1159) | load time: 0.0310 | back time: 0.5954 | lr: 0.00001313 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  1, iter  801: loss: 0.0231 (0.1102) | load time: 0.0260 | back time: 0.5799 | lr: 0.00001399 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  1, iter  851: loss: 0.0222 (0.1051) | load time: 0.0279 | back time: 0.5749 | lr: 0.00001486 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  1, iter  901: loss: 0.0262 (0.1006) | load time: 0.0261 | back time: 0.5872 | lr: 0.00001573 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  1, iter  951: loss: 0.0209 (0.0965) | load time: 0.0258 | back time: 0.5761 | lr: 0.00001659 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  1, iter 1001: loss: 0.0283 (0.0927) | load time: 0.0245 | back time: 0.5759 | lr: 0.00001746 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  1, iter 1051: loss: 0.0222 (0.0893) | load time: 0.0253 | back time: 0.5887 | lr: 0.00001833 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  1, iter 1101: loss: 0.0171 (0.0863) | load time: 0.0300 | back time: 0.5793 | lr: 0.00001920 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  1, iter 1151: loss: 0.0284 (0.0834) | load time: 0.0206 | back time: 0.5463 | lr: 0.00002006 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter    1: loss: 0.0174 (0.0833) | load time: 3.3018 | back time: 0.7923 | lr: 0.00002010 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter   51: loss: 0.0217 (0.0807) | load time: 0.0234 | back time: 0.5716 | lr: 0.00002096 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  101: loss: 0.0149 (0.0783) | load time: 0.0251 | back time: 0.5753 | lr: 0.00002183 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  151: loss: 0.0159 (0.0761) | load time: 0.0257 | back time: 0.5837 | lr: 0.00002270 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  201: loss: 0.0185 (0.0739) | load time: 0.0269 | back time: 0.5766 | lr: 0.00002357 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  251: loss: 0.0210 (0.0720) | load time: 0.0240 | back time: 0.5827 | lr: 0.00002443 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  301: loss: 0.0234 (0.0702) | load time: 0.0248 | back time: 0.5834 | lr: 0.00002530 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  351: loss: 0.0163 (0.0685) | load time: 0.0280 | back time: 0.5733 | lr: 0.00002617 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  401: loss: 0.0222 (0.0669) | load time: 0.0275 | back time: 0.5934 | lr: 0.00002703 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  451: loss: 0.0134 (0.0654) | load time: 0.0261 | back time: 0.5865 | lr: 0.00002790 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  501: loss: 0.0149 (0.0640) | load time: 0.0266 | back time: 0.5784 | lr: 0.00002877 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  551: loss: 0.0178 (0.0626) | load time: 0.0288 | back time: 0.5681 | lr: 0.00002964 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  601: loss: 0.0180 (0.0613) | load time: 0.0268 | back time: 0.5886 | lr: 0.00003050 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  651: loss: 0.0205 (0.0601) | load time: 0.0262 | back time: 0.5734 | lr: 0.00003137 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  701: loss: 0.0149 (0.0590) | load time: 0.0282 | back time: 0.5835 | lr: 0.00003224 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  751: loss: 0.0114 (0.0579) | load time: 0.0265 | back time: 0.5764 | lr: 0.00003311 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  801: loss: 0.0153 (0.0568) | load time: 0.0260 | back time: 0.5807 | lr: 0.00003397 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  851: loss: 0.0157 (0.0558) | load time: 0.0297 | back time: 0.5672 | lr: 0.00003484 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  901: loss: 0.0205 (0.0549) | load time: 0.0265 | back time: 0.5800 | lr: 0.00003571 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter  951: loss: 0.0179 (0.0539) | load time: 0.0256 | back time: 0.5727 | lr: 0.00003657 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter 1001: loss: 0.0121 (0.0531) | load time: 0.0265 | back time: 0.5794 | lr: 0.00003744 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter 1051: loss: 0.0111 (0.0523) | load time: 0.0242 | back time: 0.5809 | lr: 0.00003831 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter 1101: loss: 0.0115 (0.0515) | load time: 0.0285 | back time: 0.5929 | lr: 0.00003918 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  2, iter 1151: loss: 0.0236 (0.0507) | load time: 0.0221 | back time: 0.5670 | lr: 0.00004004 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter    1: loss: 0.0157 (0.0507) | load time: 3.3274 | back time: 0.8434 | lr: 0.00004008 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter   51: loss: 0.0209 (0.0500) | load time: 0.0253 | back time: 0.5778 | lr: 0.00004094 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  101: loss: 0.0124 (0.0493) | load time: 0.0252 | back time: 0.5744 | lr: 0.00004181 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  151: loss: 0.0193 (0.0486) | load time: 0.0265 | back time: 0.5828 | lr: 0.00004268 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  201: loss: 0.0109 (0.0479) | load time: 0.0266 | back time: 0.5835 | lr: 0.00004355 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  251: loss: 0.0146 (0.0473) | load time: 0.0263 | back time: 0.5882 | lr: 0.00004441 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  301: loss: 0.0164 (0.0467) | load time: 0.0254 | back time: 0.5771 | lr: 0.00004528 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  351: loss: 0.0157 (0.0461) | load time: 0.0260 | back time: 0.5708 | lr: 0.00004615 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  401: loss: 0.0193 (0.0455) | load time: 0.0245 | back time: 0.5842 | lr: 0.00004701 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  451: loss: 0.0162 (0.0450) | load time: 0.0267 | back time: 0.5681 | lr: 0.00004788 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  501: loss: 0.0136 (0.0445) | load time: 0.0262 | back time: 0.5899 | lr: 0.00004875 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  551: loss: 0.0190 (0.0440) | load time: 0.0276 | back time: 0.5934 | lr: 0.00004962 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  601: loss: 0.0113 (0.0435) | load time: 0.0278 | back time: 0.5777 | lr: 0.00005048 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  651: loss: 0.0160 (0.0430) | load time: 0.0194 | back time: 0.5759 | lr: 0.00005135 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  701: loss: 0.0162 (0.0425) | load time: 0.0243 | back time: 0.5877 | lr: 0.00005222 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  751: loss: 0.0113 (0.0421) | load time: 0.0250 | back time: 0.5799 | lr: 0.00005309 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  801: loss: 0.0269 (0.0417) | load time: 0.0267 | back time: 0.5846 | lr: 0.00005395 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  851: loss: 0.0156 (0.0412) | load time: 0.0250 | back time: 0.5879 | lr: 0.00005482 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  901: loss: 0.0174 (0.0408) | load time: 0.0262 | back time: 0.5707 | lr: 0.00005569 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter  951: loss: 0.0168 (0.0404) | load time: 0.0264 | back time: 0.5935 | lr: 0.00005655 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter 1001: loss: 0.0158 (0.0401) | load time: 0.0253 | back time: 0.5790 | lr: 0.00005742 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter 1051: loss: 0.0131 (0.0397) | load time: 0.0277 | back time: 0.5832 | lr: 0.00005829 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter 1101: loss: 0.0102 (0.0393) | load time: 0.0256 | back time: 0.5686 | lr: 0.00005916 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  3, iter 1151: loss: 0.0112 (0.0390) | load time: 0.0209 | back time: 0.5654 | lr: 0.00006002 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter    1: loss: 0.0178 (0.0390) | load time: 3.6895 | back time: 0.7699 | lr: 0.00006006 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter   51: loss: 0.0149 (0.0386) | load time: 0.0220 | back time: 0.5804 | lr: 0.00006092 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  101: loss: 0.0118 (0.0383) | load time: 0.0254 | back time: 0.5844 | lr: 0.00006179 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  151: loss: 0.0208 (0.0379) | load time: 0.0226 | back time: 0.5884 | lr: 0.00006266 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  201: loss: 0.0096 (0.0376) | load time: 0.0258 | back time: 0.5870 | lr: 0.00006353 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  251: loss: 0.0156 (0.0373) | load time: 0.0262 | back time: 0.5807 | lr: 0.00006439 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  301: loss: 0.0099 (0.0370) | load time: 0.0271 | back time: 0.5770 | lr: 0.00006526 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  351: loss: 0.0127 (0.0367) | load time: 0.0268 | back time: 0.5774 | lr: 0.00006613 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  401: loss: 0.0163 (0.0364) | load time: 0.0374 | back time: 0.5766 | lr: 0.00006699 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  451: loss: 0.0115 (0.0361) | load time: 0.0276 | back time: 0.5919 | lr: 0.00006786 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  501: loss: 0.0087 (0.0358) | load time: 0.0239 | back time: 0.5796 | lr: 0.00006873 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  551: loss: 0.0101 (0.0356) | load time: 0.0267 | back time: 0.6023 | lr: 0.00006960 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  601: loss: 0.0127 (0.0353) | load time: 0.0235 | back time: 0.5906 | lr: 0.00007046 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  651: loss: 0.0125 (0.0351) | load time: 0.0257 | back time: 0.5791 | lr: 0.00007133 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  701: loss: 0.0185 (0.0348) | load time: 0.0253 | back time: 0.5709 | lr: 0.00007220 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  751: loss: 0.0148 (0.0346) | load time: 0.0253 | back time: 0.5905 | lr: 0.00007307 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  801: loss: 0.0111 (0.0343) | load time: 0.0267 | back time: 0.5891 | lr: 0.00007393 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  851: loss: 0.0095 (0.0341) | load time: 0.0258 | back time: 0.5816 | lr: 0.00007480 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  901: loss: 0.0132 (0.0339) | load time: 0.0290 | back time: 0.5844 | lr: 0.00007567 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter  951: loss: 0.0165 (0.0336) | load time: 0.0258 | back time: 0.5805 | lr: 0.00007653 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter 1001: loss: 0.0139 (0.0334) | load time: 0.0260 | back time: 0.5821 | lr: 0.00007740 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter 1051: loss: 0.0128 (0.0332) | load time: 0.0276 | back time: 0.5706 | lr: 0.00007827 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter 1101: loss: 0.0107 (0.0330) | load time: 0.0243 | back time: 0.5856 | lr: 0.00007914 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  4, iter 1151: loss: 0.0115 (0.0328) | load time: 0.0219 | back time: 0.5971 | lr: 0.00008000 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter    1: loss: 0.0126 (0.0328) | load time: 3.5471 | back time: 0.8877 | lr: 0.00008004 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter   51: loss: 0.0152 (0.0326) | load time: 0.0275 | back time: 0.5647 | lr: 0.00008090 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter  101: loss: 0.0098 (0.0324) | load time: 0.0267 | back time: 0.5761 | lr: 0.00008177 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter  151: loss: 0.0094 (0.0322) | load time: 0.0243 | back time: 0.5697 | lr: 0.00008264 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter  201: loss: 0.0157 (0.0320) | load time: 0.0269 | back time: 0.5790 | lr: 0.00008351 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter  251: loss: 0.0172 (0.0318) | load time: 0.0283 | back time: 0.5889 | lr: 0.00008437 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter  301: loss: 0.0158 (0.0316) | load time: 0.0269 | back time: 0.5945 | lr: 0.00008524 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter  351: loss: 0.0141 (0.0314) | load time: 0.0264 | back time: 0.5741 | lr: 0.00008611 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter  401: loss: 0.0122 (0.0312) | load time: 0.0236 | back time: 0.5746 | lr: 0.00008697 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter  451: loss: 0.0174 (0.0311) | load time: 0.0273 | back time: 0.5807 | lr: 0.00008784 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter  501: loss: 0.0158 (0.0309) | load time: 0.0265 | back time: 0.5868 | lr: 0.00008871 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter  551: loss: 0.0159 (0.0307) | load time: 0.0268 | back time: 0.5925 | lr: 0.00008958 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter  601: loss: 0.0194 (0.0306) | load time: 0.0211 | back time: 0.5721 | lr: 0.00009044 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter  651: loss: 0.0152 (0.0304) | load time: 0.0237 | back time: 0.5731 | lr: 0.00009131 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
epoch  5, iter  701: loss: 0.0168 (0.0303) | load time: 0.0258 | back time: 0.5874 | lr: 0.00009218 | best AP50 acc: 0.0000 | best AP70 acc: 0.0000 | best mAP acc: 0.0000 | best Score: 0.0000 | best Score epoch: -1 
